name_en,name_br,name_fr,name_ge,name_po,name_ru,name_sc,name_sp
"Uncovers new Anomalies – <color em>Alien Artifacts</color> – which provide a tech cost reduction to all fields when scanned.

<color flavor>Hard as it is to believe, our observations suggest that intelligent life has visited Mars long ago and that remnants of these visits could still be here. These artifacts could help us improve and expand our understanding of the universe.</color>","Desvenda novas Anomalias – <color em>Artefatos Alienígenas</color> – que fornecem uma redução de custo a todos os campos quando escaneadas.

<color flavor>Por mais incrível que possa parecer, nossas observações sugerem que uma vida inteligente visitou Marte há muito tempo, e os resquícios dessas visitas ainda podem estar aqui. Esses artefatos podem nos ajudar a melhorar e expandir nossa compreensão do universo.</color>","Dévoile de nouvelles anomalies - des <color em>artefacts aliens</color> - qui permettent une réduction du coût technologique de tous les domaines une fois scannées.

<color flavor>C'est difficile à croire, mais nos observations suggèrent qu'une vie intelligente est venue sur Mars il y a longtemps et que des vestiges de ces visites pourraient être encore présents ici. Ces artefacts pourraient nous aider à améliorer notre compréhension de l'univers.</color>","Enthüllt neue Anomalien – <color em>Alien-Artefakte</color> – die die Kosten aller Forschungsfelder verringern, wenn sie gescannt werden.

<color flavor>Es ist zwar schwer zu glauben, aber unsere Beobachtungen legen nahe, dass der Mars schon vor langer Zeit von intelligenten Lebensformen besucht wurde und sich immer noch Überreste dieses Besuchs auf dem Planeten befinden könnten. Diese Artefakte könnten uns dabei helfen, unser Verständnis vom Universum zu verbessern und zu erweitern.</color>","Ujawnia nowe anomalie - <color em>artefakty kosmitów</color> - zapewniające po przeskanowaniu zmniejszenie kosztów badań technologii we wszystkich dziedzinach.

<color flavor>Choć trudno w to uwierzyć, nasze obserwacje sugerują, że dawno temu Marsa odwiedziła obca inteligencja, a pozostałości tej wizyty mogą wciąż znajdować się na planecie. Niektórzy sądzą, że przedmioty te mogłyby pomóc nam w poszerzeniu wiedzy o Wszechświecie.</color>","Открывает новые аномалии — <color em>инопланетные артефакты</color>, которые после сканирования уменьшают затраты на все виды исследований.

<color flavor>В это сложно поверить, но, согласно нашим наблюдениям, когда-то на Марсе обитала разумная форма жизни и следы ее присутствия до сих пор встречаются на этой планете. Эти артефакты помогут улучшить и расширить наше понимание Вселенной.</color>","可以发现的异象<color em>外星文物</color>，扫描后可以让所有技术领域的成本降低。

<color flavor>难以置信，我们的观察结果显示，很久之前就有智能生命造访过火星。造访时留下的东西可以依然遗留在火星上。这些文物可以帮助我们增进对宇宙的理解。</color>","Descubre nuevas anomalías, <color em>Artefactos alienígenas,</color> que reducen el costo tecnológico de todos los campos cuando se escanean.

<color flavor>Es difícil de creer, nuestras observaciones sugieren que la vida inteligente visitó Marte hace mucho tiempo y que los restos de estas visitas todavía podrían estar aquí. Estos artefactos podrían ayudarnos a mejorar y expandir nuestra comprensión del universo.</color>"
"All colonists gain +20  performance during <color em>night shifts</color>

<color flavor>The greater distance from the Sun makes it so that all colonists have to cope with the psychological strain of receiving reduced sunlight. This fact, combined with newly discovered techniques allow us to considerably boost the productivity of those who work outright nightshifts.</color>","Todos os Colonos recebem +20 de performance durante <color em>turnos noturnos</color>

<color flavor>A grande distância do Sol faz com que todos os colonos devam aprender a lidar com a tensão psicológica de receber menos luz solar. Esse fato, combinado com técnicas recém-descobertas, permitem melhorar a produtividade daqueles que trabalham em turnos noturnos.</color>","+20 de Productivité pour les colons lors des <color em>quarts de nuit.</color>

<color flavor>En raison de l'immense distance du Soleil, les colons doivent supporter le stress psychologique lié aux quantités réduites de lumière solaire reçue. Ceci, combiné à de nouvelles techniques, nous permet de booster considérablement la productivité de ceux qui travaillent de nuit.</color>","Alle Kolonisten erhalten +20 Leistung während <color em>Nachtschichten</color>

<color flavor>Die größere Distanz zur Sonne sorgt dafür, dass alle Kolonisten mit einer zusätzlichen psychologischen Belastung umgehen müssen, da sie weniger Sonnenlicht ausgesetzt sind. Aufgrund dessen und dank neuer Technologien wird die Produktivität von Kolonisten, die ausschließlich bei Nacht arbeiten, deutlich erhöht.</color>","Wszyscy koloniści otrzymują +20 do wydajności podczas <color em>nocnej zmiany.</color>

<color flavor>Większa odległość od Słońca w przypadku Marsa powoduje, że koloniści muszą radzić sobie z efektami psychologicznymi życia przy zmniejszonym nasłonecznieniu. W połączeniu z nowo odkrytymi technikami umożliwiło nam to znaczne zwiększenie wydajności pracy osób zatrudnionych na nocną zmianę.</color>","В <color em>ночные смены</color> трудоспособность всех колонистов повышается на 20 ед.

<color flavor>Большая удаленность Марса от Солнца приводит к тому, что колонисты страдают от нехватки естественного освещения, и потому вынуждены справляться с вызванным этим психологическим напряжением. Появившаяся у людей устойчивость вместе с недавно разработанными техниками позволяет нам значительно повысить продуктивность тех, кто работает в ночные смены.</color>","在<color em>夜班</color>工作的殖民地居民工作效率+20。

<color flavor>由于与太阳距离过远，所有殖民地居民都早已做好了难见天日的心理准备。这些心里准备，加之我们新发现的技术，可以大大提高那些夜班工人的工作效率。</color>","Todos los colonos ganan 20 más de rendimiento durante los <color em>turnos de noche.</color>

<color flavor>La mayor distancia del Sol hace que todos los colonos tengan que lidiar con la tensión psicológica de recibir menos luz solar. Este hecho, combinado con técnicas recién descubiertas, nos permite aumentar considerablemente la productividad de los que trabajan en turnos de noche.</color>"
"Doubles the chance that a Colonist will have or gain a <color em>rare trait</color>.

<color flavor>Advanced and impeccably precise gene splicing instruments will now give us better control on the traits Colonists are born with on Mars.</color>","Dobra a chance que um colono tem de possuir ou ganhar um <color em>traço raro.</color>

<color flavor>Avançados instrumentos de sofisticada precisão para união de genes nos darão um melhor controle sobre os traços de colonos nascidos em Marte.</color>","Double les chances d'un colon d'avoir ou de gagner un <color em>Trait rare.</color>

<color flavor>Les instruments extrêmement précis d'épissage de gènes nous fournissent un meilleur contrôle des Traits avec lesquelles les colons naissent sur Mars.</color>","Verdoppelt die Chance, dass Kolonisten eine <color em>seltene Eigenschaft</color> haben oder erhalten.

<color flavor>Durch fortschrittliche und unglaublich präzise Instrumente zur Verbindung von Genen haben wir bessere Kontrolle über die Eigenschaften von Kolonisten, die auf dem Mars geboren werden.</color>","Podwaja szanse posiadania lub uzyskania <color em>rzadkiej cechy</color> przez kolonistę.

<color flavor>Zaawansowane, niezwykle precyzyjne urządzenia do manipulacji genetycznej zapewnią nam lepszą kontrolę nad cechami kolonistów urodzonych na Marsie.</color>","Удваивает вероятность того, что колонист родится с <color em>редкой чертой</color> или получит ее в будущем.

<color flavor>Передовая и безупречно точная генная инженерия обеспечит нам более тонкий контроль над тем, с какими чертами рождаются колонисты на Марсе.</color>","殖民地居民拥有<color em>稀有特性</color>的几率加倍。

<color flavor>通过先进的精密基因拼接工具，我们可以更好地控制火星出生居民的特性。</color>","Aumenta la probabilidad de que los colonos tengan o ganen un <color em>carácter raro.</color>

<color flavor>Los instrumentos avanzados y la precisión de empalme en los genes nos darán ahora un mejor control sobre los caracteres con los que nacen los colonos en Marte.</color>"
"All Colonists consume 25% less <color em>Food</color>.

<color flavor>Radically changing eating habits that have been in place for centuries is made quite easier after changing the planet they were evolved on in the first place.</color>","Todos os Colonos consomem 25% menos <color em>Alimentos</color>.

<color flavor>Mudar radicalmente os hábitos alimentares de séculos fica bem mais fácil quando se muda o planeta em que as pessoas estão vivendo.</color>","Tous les colons consomment 25 % de <color em>Nourriture</color> en moins.

<color flavor>Après avoir changé de planète et quitté les traditions culinaires qui y étaient ancrées depuis plusieurs siècles, il n'a pas été difficile de modifier radicalement ces dernières.</color>","Alle Kolonisten verbrauchen 25 % weniger <color em>Nahrung</color>.

<color flavor>Radikale Änderungen an den Essgewohnheiten, die bereits seit Jahrhunderten existieren, sind relativ einfach, wenn man den Planeten verlässt, auf dem sie üblich sind.</color>","Wszyscy koloniści zjadają o 25% mniej <color em>żywności.</color>

<color flavor>Radykalna zmiana nawyków żywieniowych występujących u człowieka od wielu wieków staje się znacznie łatwiejsza po radykalnej zmianie planety, na której człowiek żyje.</color>","Все колонисты потребляют на 25% меньше <color em>еды</color>.

<color flavor>Резкая смена рациона, который веками оставался неизменным, происходит гораздо легче после переезда на новую планету.</color>","所有殖民地居民消耗的<color em>食物</color>减少25%。

<color flavor>从世世代代居住的星球离开之后，再去改变持续了几个世纪的饮食习惯要容易得多。</color>","Todos los colonos consumen un 25 % menos de <color em>comida.</color>

<color flavor>Cambiar los hábitos alimenticios que estuvieron vigentes durante décadas es un poco más fácil después de cambiar de planeta.</color>"
"Fusion Reactors Upgrade (<color em>Eternal Fusion</color>) - Fusion Reactors no longer require <color em>workers</color> and operate at 150 performance.

<color flavor>Our understanding of the once holy grail of energetics - Fusion Energy has reached the level where once a fusion reaction has been triggered, it can be left to regulate and sustain itself on its own… within a confined and safe medium of course.</color>","Aprimoramento dos Reatores de Fusão (<color em>Fusão Perpétua</color>) - Reatores de Fusão não necessitam mais de <color em>trabalhadores</color> e funcionam com 150 de performance.

<color flavor>Nossa compreensão do antigo Santo Graal de energia, a Energia de Fusão, atingiu um novo patamar. Após a fusão ser ativada, ela pode se regular e se manter sem auxílio externo... dentro de um meio confinado e seguro, obviamente.</color>","Amélioration de Réacteurs à Fusion (<color em>Fusion Continue</color>) - Les Réacteurs à Fusion ne nécessitent plus d'<color em>ouvriers</color> et fonctionnent à 150 de Productivité.

<color flavor>Notre compréhension de ce qui fut le Graal de l'énergétique, l'énergie de fusion, a atteint un tel niveau qu'après avoir été déclenchée, la réaction de fusion est capable de se réguler et de s'alimenter elle-même... Tout ça, bien entendu, dans un espace confiné et sécurisé.</color>","Upgrade für Fusionsreaktoren <color em>(Ewige Fusion)</color> – Fusionsreaktoren benötigen keine <color em>Arbeiter</color> mehr und erbringen 150 Leistung.

<color flavor>Unser Verständnis vom einstigen heiligen Gral der Energetik, der Fusionsenergie, ist so weit fortgeschritten, dass ein aktivierter Fusionsreaktor sich selbst regulieren und erhalten kann … innerhalb eines begrenzten und sicheren Mediums natürlich.</color>","Ulepszenie reaktorów termojądrowych <color em>(wieczna fuzja)</color> - reaktory termojądrowe nie wymagają już <color em>robotników</color> i działają z wydajnością 150.

<color flavor>Nasze zrozumienie dawnego Świętego Graala energetyki - fuzji termojądrowej - osiągnęło poziom, na którym po zainicjowaniu fuzji można pozostawić ten proces, który reguluje się i podtrzymuje sam… w obrębie ograniczonego i bezpiecznego środowiska.</color>","Улучшение реакторов синтеза (<color em>вечный синтез</color>) — реакторам больше не требуются <color em>рабочие</color>, а эффективность их работы равняется 150.

<color flavor>Наше понимание заветной мечты энергетиков — энергии синтеза — продвинулось до такого уровня, что после запуска реактора синтеза его можно оставить на самообеспечении... разумеется, в проверенной и безопасной среде.</color>","核融合反应炉升级（<color em>无限核融合</color>） - 核融合反应炉不再需要<color em>人员</color>操作，且工作效率始终保持为150。

<color flavor>我们对这种能量界的圣杯是这么理解的——之后聚变过程能到达引发聚变反应的阈值之后，后续的反应就可以自发维持……当然，是在密闭安全的容器中。</color>","Mejora de reactores de fusión <color em>(fusión eterna)</color>. Los reactores de fusión ya no requieren <color em>trabajadores</color> y su rendimiento se establece en 150.

<color flavor>Nuestra comprensión del Santo Grial de la energética: la energía de fusión alcanzó el nivel en el que una vez que se desencadena una reacción de fusión, se puede dejar de regular y mantener por sí misma... dentro de un medio confinado y seguro, por supuesto.</color>"
"Converts <color em>unused Power</color> into Research Points.

<color flavor>The ultra-cold environment that is Mars, combined with several recent breakthroughs in super conductors, has made the concept of superconductor computing, while still quite costly in terms of power, now manageable, thus opening the doors to the extremely fast superconductor computers.</color>","Converte <color em>Energia não utilizada</color> em Pontos de Pesquisa.

<color flavor>O clima gelado de Marte combinado com novas descobertas em supercondutores fez com que o conceito da computação supercondutora seja acessível, apesar de ainda ter um alto custo energético. Isso abre as portas para computadores supercondutores de extrema velocidade.</color>","Convertit l'<color em>Énergie inutilisée</color> en points de Recherche.

<color flavor>Les scientifiques ont toujours considéré les molécules éparses des précieuses ressources laissées par les installations minières comme un affreux gâchis. Fort heureusement, les nouveaux outils de précision pour le Nano Raffinement ont mis fin à ce gaspillage.</color>","Wandelt <color em>ungenutzten Strom</color> in Forschungspunkte um.

<color flavor>Die extrem kalte Umwelt auf dem Mars in Kombination mit einigen Durchbrüchen bei Supraleitern hat supraleitende Datenverarbeitung möglich gemacht, auch wenn sie noch immer relativ teuer ist. Dadurch hat sich die Tür zu extrem schnellen Supraleitercomputern geöffnet.</color>","Przetwarzają <color em>niewykorzystaną energię</color> na punkty badań.

<color flavor>Mroźne środowisko Marsa w połączeniu z kilkoma niedawnymi przełomami w dziedzinie nadprzewodników umożliwiło zrealizowanie idei komputera nadprzewodnikowego, który jest co prawda wciąż kosztowny, ale wykonalny.</color>","Перерабатывает <color em>неиспользованную энергию</color> в очки науки.

<color flavor>Благодаря крайне холодной среде Марса в сочетании с недавними прорывами в области сверхпроводников концепцию сверхпроводящих вычислений удалось воплотить в реальность, и, хотя затраты все еще очень велики, теперь мы можем создавать невероятно быстрые сверхпроводящие компьютеры.</color>","可以将<color em>未使用的电力</color>转化为研究点数。

<color flavor>火星上极端寒冷的环境，再加上超导体方面的突破性研究，使得超导体计算技术顺利问世。尽管这种技术耗电量依然极高，但已经到达了可以应用的程度。由此，运算速度极快的超导体计算机也应运而生。</color>","Convierte <color em>energía no utilizada</color> en puntos de investigación.

<color flavor>El ambiente ultra frío que tiene Marte combinado con varios avances recientes en superconductores hizo que el concepto de computación superconductora, aunque todavía sea muy costoso, sea factible, abriendo así las puertas a las computadoras superconductoras extremadamente rápidas.</color>"
"All Extractors continue to extract small amounts when their <color em>deposit is depleted</color>.

<color flavor>Leaving scattered molecules of the precious resource a mining facility was tasked with extracting has always bothered scientists as being just too cynically wasteful. Luckily, with new Nano Refinement precision tools, this wasteful tendency has been remedied.</color>","Todos os extratores continuam a colher pequenas quantidades quando o <color em>depósito é esgotado.</color>

<color flavor>A sobra de moléculas de preciosos recursos que uma mineradora deixa depois de dada extração sempre incomodou muito os cientistas. Esse desperdício foi resolvido graças às novas ferramentas de precisão do novo Nano Refinamento.</color>","Tous les Extracteurs continuent d'extraire de petites quantités lorsque le <color em>gisement est épuisé.</color>

<color flavor>Les scientifiques ont toujours considéré les molécules éparses des précieuses ressources laissées par les installations minières comme un affreux gâchis. Fort heureusement, les nouveaux outils de précision pour le Nano Raffinement ont mis fin à ce gaspillage.</color>","Alle Extraktoren extrahieren weiterhin geringe Mengen des Rohstoffs, auch wenn das jeweilige <color em>Vorkommen erschöpft ist.</color>

<color flavor>Es war Wissenschaftlern schon immer ein Dorn im Auge, verteilte Moleküle von wertvollen Ressourcen einfach zu verschwenden. Glücklicherweise konnte dieser verschwenderischen Nutzung mit präzisen nanoverbesserten Werkzeugen Abhilfe geschafft werden.</color>","Wszystkie ekstraktory nadal wydobywają niewielkie ilości zasobów po <color em>wyczerpaniu swojego złoża.</color>

<color flavor>Pozostawienie rozproszonych cząstek cennego zasobu, który miała wydobywać instalacja górnicza, zawsze martwiło naukowców. Na szczęście nowe urządzenia umożliwiające nanorafinację pozwalają zapobiec temu marnotrawstwu.</color>","Экстракторы продолжают добывать небольшие объемы ресурсов после <color em>истощения месторождения.</color>

<color flavor>Ученым уже давно не дает покоя мысль о потерянных молекулах драгоценного ресурса, которые остаются в месторождении после выработки. К счастью, новые наноточные инструменты позволяют исправить это упущение.</color>","即使当<color em>资源点耗尽之后</color>，挖掘站也可以继续采取少量资源。

<color flavor>采矿设施上会留下珍贵的资源颗粒。在科学家们的眼中，这些颗粒都属于对资源的浪费。不过，随着新的纳米提纯精密工具出现，这些浪费都得到了修正。</color>","Todos los extractores continúan extrayendo pequeñas cantidades cuando su yacimiento <color em>se agota.</color>

<color flavor>Dejar dispersas las moléculas del recurso precioso que una instalación minera estaba encargada de extraer siempre ha molestado a los científicos por ser un derroche tan descarado. Afortunadamente con las nuevas herramientas de precisión en el nanorefinamiento, esta tendencia ineficiente fue remediada.</color>"
"Drones carry <color em>two resources</color> at once.

<color flavor>Nature has long provided inspiration for technological advances. Muscles made from carbon fiber are the latest example of cutting-edge biotech and, mixed with Mars’s low gravity, our Drones have basically doubled their carrying capacity.</color>","Drones carregam <color em>dois recursos</color> por vez.

<color flavor>A natureza sempre serviu de inspiração para avanços tecnológicos. Músculos feitos de fibras de carbono são o novo exemplo de biotecnologia misturada com a baixa gravidade de Marte. Nossos Drones agora são capazes de carregar o dobro de peso.</color>","Les drones transportent <color em>deux ressources</color> en même temps.

<color flavor>La Nature a toujours été une inspiration pour les avancées technologiques. Les muscles en fibres de carbone sont le dernier exemple de l'extraordinaire biotechnologie. Et grâce à la faible gravité de Mars, les drones ont quasiment doublé leur capacité de charge.</color>","Drohnen können <color em>zwei Ressourcen</color> zugleich transportieren.

<color flavor>Die Natur war schon immer eine Inspiration für technische Fortschritte. Muskeln aus Kohlenstofffasern sind das aktuellste Beispiel biotechnischer Meisterleistungen. In Kombination mit der niedrigen Gravitation auf dem Mars konnten wir die Nutzlast unserer Drohnen praktisch verdoppeln.</color>","Drony przewożą <color em>dwa zasoby</color> równocześnie.

<color flavor>Natura od dawna stanowiła inspirację dla postępu technicznego. Mięśnie wykonane z włókien węglowych są najnowszym przykładem wspaniałości biotechnologii połączonej z niską grawitacją Marsa. Ładowność naszych dronów podwoiła się.</color>","Дроны переносят сразу по <color em>два ресурса.</color>

<color flavor>Люди давно черпают вдохновение для технических инноваций в природе. Одно из последних чудес биомодификации — мышцы из углеродного волокна, которые вместе с малой гравитацией на Марсе позволили нашим дронам переносить в два раза больший вес.</color>","无人机可以一次携带<color em>两个资源</color>。

<color flavor>大自然为技术进步提供了无穷无尽的灵感。而前沿生物技术——碳素纤维肌肉正是其中之一。再加之火星重力较低，我们的无人机的承载能力基本可以变为原来的两倍。</color>","Los drones llevan <color em>dos recursos</color> al mismo tiempo.

<color flavor>La naturaleza siempre fue la inspiración para los avances tecnológicos. Los músculos hechos de fibras de carbono son el último ejemplo de biotecnología extraordinaria y, mezclado con la baja gravedad marciana, nuestros Drones básicamente duplicaron su capacidad para cargar peso.</color>"
"Colonists in Domes with a <color em>Spire</color> have increased Morale.

<color flavor>Even on the seemingly most ordinary of days, Colonists on Mars must never forget how extraordinary their lives actually are. Every time they pause from their newfound routines on this alien world and gaze upon the man-made spires that rise proudly towards the Martian sky, they will be reminded of the incredible feat their lives are part of.</color>","Colonos em Domos com um <color em>Pilar</color> possuem mais Ânimo.

<color flavor>Mesmo nos dias mais comuns, os colonos de Marte não devem esquecer o quão incríveis suas vidas realmente são. Toda vez que eles pararem suas novas rotinas nesse novo planeta e olharem para esses Pilares, erguendo-se imponentemente no céu de Marte, vão se lembrar do feito incrível de suas vidas por estarem participando disso.</color>","Les colons vivant dans un Dôme avec une <color em>Flèche</color> voient leur Moral augmenté.

<color flavor>Même lors des jours les plus ordinaires, les colons de Mars ne doivent jamais oublier que leurs vies sont tout sauf ordinaires. Chaque fois qu'ils font une pause dans leur récente routine de ce monde alien et regardent les flèches de fabrication humaine, qui s'élèvent fièrement dans le ciel martien, cela leur rappelle les prouesses parmi lesquelles ils évoluent quotidiennement.</color>","Die Moral von Kolonisten in Kuppeln mit einer <color em>Spitze</color> ist erhöht.

<color flavor>Sogar an den gewöhnlichsten Tagen dürfen die Kolonisten auf dem Mars niemals vergessen, wie außergewöhnlich ihr Leben eigentlich ist. Immer wenn sie eine Pause von ihren neuen Routinen auf dieser fremden Welt einlegen und die von Menschenhand geschaffenen Spitzen bestaunen, die stolz in den Marshimmel ragen, werden sie daran erinnert, dass sie Teil einer unglaublichen Meisterleistung sind.</color>","Koloniści w kopułach z <color em>iglicą</color> mają zwiększone morale.

<color flavor>Nawet najbardziej zwykłego dnia koloniści na Marsie nie mogą zapominać, jak niezwykłe jest tak naprawdę ich życie. Za każdym razem, gdy oderwą wzrok od żmudnych codziennych zajęć i spojrzą na te zbudowane przez człowieka iglice, wznoszące się dumnie ku marsjańskiemu niebu, zobaczą, jak niezwykłej rzeczy wspólnie dokonali.</color>","Настрой колонистов в куполах с <color em>высоткой</color> повышается.

<color flavor>Даже в серые будни колонисты на Марсе не должны забывать о том, какую, в сущности, удивительную жизнь они ведут. Всякий раз, когда они отрываются от забот этого инопланетного мира и смотрят на рукотворные высотки, гордо устремленные в марсианское небо, они вспоминают, что являются частью чего-то великого.</color>","<color em>尖塔</color>可以提高穹顶内居民的士气。

<color flavor>即便过着看似日常的生活，火星上的居民们也从来不会忘记，他们的生活有多么不可思议。当他们在火星世界的日常工作中感到烦闷时，只要他们看到火星上空高耸入云的人造穹顶，他们就会意识到，他们的生活是多么令人难以置信的奇迹。</color>","Los colonos en cúpulas con <color em>torre</color> mejoraron su moral.

<color flavor>Incluso en días aparentemente más comunes, los colonos en Marte nunca deben olvidar lo extraordinaria que es la realidad de sus vidas. Cada vez que descansan de sus nuevas rutinas en este mundo extraño y contemplan las torres hechas por el hombre que se alzan con orgullo hacia el cielo marciano, siempre recordarán la increíble hazaña de que sus vidas forman parte.</color>"
"Unlocks giant crops which have an <color em>increased Food output</color>.

<color flavor>Gene editing the plant strains brought from Earth to Mars so they can better cope with some of the Martian environment’s peculiarities has allowed us to grow super-sized versions of their Earthling cousins.</color>","Libera as plantações gigantes que possuem <color em>elevada produção de Alimentos.</color>

<color flavor>Editando os genes das plantas terrestres para melhor lidarem com as características de Marte, fomos capazes de criar versões bem maiores dos alimentos da Terra.</color>","Débloque des Cultures Géantes, dont <color em>le rendement en Nourriture est augmenté.</color>

<color flavor>En manipulant les gènes des souches végétales apportées de la Terre afin qu'elles s'adaptent mieux aux particularités de Mars, nous avons pu développer des versions géantes de leurs cousines terriennes.</color>","Schaltet riesige Nutzpflanzen frei, die eine erhöhte <color em>Nahrungsproduktion</color> haben.

<color flavor>Durch Genveränderung konnten sich Pflanzen, die von der Erde zum Mars gebracht wurden, an die Bedingungen auf dem Mars anpassen. Dadurch konnten wir riesige Versionen ihrer Verwandten auf der Erde heranzüchten.</color>","Odblokowuje olbrzymie uprawy o zwiększonej <color em>wydajności produkcji żywności.</color>

<color flavor>Modyfikacja genetyczna szczepów roślin przywiezionych z Ziemi na Marsa, mająca na celu lepsze przystosowanie ich do szczególnych cech marsjańskiego środowiska, umożliwiła nam stworzenie większych wersji ziemskich odpowiedników.</color>","Открывает гигантские сельскохозяйственные культуры, которые приносят <color em>больше еды.</color>

<color flavor>Генетическая модификация земных растений с целью облегчить их приспособление к местным особенностям позволила нам выращивать их увеличенные версии.</color>","解锁巨型作物，巨型作物<color em>食物产量更高</color>。

<color flavor>通过基因改造，这些源自地球的植物产生了特殊的变化，可以更好地适应一些火星上的独特环境。有了这种技术，我们就能种植巨化版的地球作物了。</color>","Desbloquea los cultivos gigantes que tienen una <color em>mayor producción de alimentos.</color>

<color flavor> Editar genéticamente las variedades de plantas traídas de la Tierra a Marte para que soporten mejor las peculiaridades del ambiente marciano nos ha permitido hacer versiones enormes de sus primos de la Tierra.</color>"
"Dome <color em>Concrete costs</color> reduced by 80%.

<color flavor>Mixing recently discovered materials made from Martian polymers with the Martian regolith have unlocked the wonder material that is Neo-Concrete. It is vastly stronger, yet lighter than its predecessor.</color>","<color em>Custo de Concreto</color> dos Domos reduzido em 80%.

<color flavor>Ao misturar novos materiais feitos com polímeros de Marte e o regolito local, foi descoberto o maravilhoso material conhecido como Neoconcreto. Ele é muito mais leve e resistente que seu antecessor.</color>","<color em>Coût en Béton</color> des Dômes réduit de 80 %.

<color flavor>En mélangeant des matériaux, faits de Polymères martiens récemment découverts et du régolithe, nous avons débloqué le matériau miracle appelé Néo-Béton. Il est bien plus résistant que son prédécesseur et pourtant bien plus léger.</color>","<color em>Betonkosten</color> von Kuppeln um 80 % verringert.

<color flavor>Aus der Verbindung kürzlich entdeckter Materialien, die aus marsianischen Polymeren hergestellt werden, mit marsianischem Regolith ist das Wundermaterial Neo-Beton entstanden. Es ist deutlich stabiler und leichter, als sein Vorgänger.</color>","<color em>Ilość cementu</color> potrzebna do budowy kopuły maleje o 80%.

<color flavor>Wprowadzenie odkrytych niedawno materiałów z marsjańskich polimerów do marsjańskiego regolitu dało ten cudowny materiał, który nazwaliśmy neocementem. Jest znacznie wytrzymalszy, a równocześnie lżejszy niż jego poprzednik.</color>","<color em>Расход бетона</color> на купол уменьшен на 80%.

<color flavor>Мы объединили недавно открытые материалы, состоящие из марсианских полимеров, с марсианским реголитом. Чудо-материал, который получился в результате, назвали «необетоном». Он гораздо прочнее, но при этом легче своего предшественника.</color>","建造穹顶的<color em>混凝土消耗</color>降低80%。

<color flavor>最新研制而成的材料，由火星聚合物和风化层混合而成。这种神奇的新型材料就是新型混凝土。与以往的混凝土相比，这种新型混凝土更坚固、更轻便。</color>","El <color em>costo de hormigón</color> de la cúpula se redujo en un 80 %.

<color flavor>La mezcla de materiales descubiertos recientemente hechos de polímeros marcianos con regolito marciano ha desbloqueado el material maravilloso que es el neohormigón. Es mucho más fuerte pero más ligero que su predecesor.</color>"
"<color em>Drones</color> move 40% faster.

<color flavor>Our engineers have unveiled the first motor design to replace the old engines of our drones that were created in Earth laboratories so long ago. This time we’ve combined all that is now known from having hands-on experience in dissecting a drone that has been doing field work on Mars for quite some time.</color>","<color em>Drones</color> se movem 40% mais rápido.

<color flavor>Nossos engenheiros revelaram o primeiro motor desenvolvido para substituir os antigos motores dos drones que foram criados na Terra. Desta vez, utilizamos tudo o que foi aprendido por experiência em campo com o tempo de trabalho dos drones no solo marciano.</color>","Vitesse des <color em>drones</color> augmentée de 40 %.

<color flavor>Nos ingénieurs ont dévoilé le premier design de moteur destiné à remplacer ceux de nos drones fabriqués il y a si longtemps sur Terre. Ils ont combiné tous leurs savoirs acquis après avoir étudié des drones ayant travaillé quelque temps sur le terrain martien.</color>","<color em>Drohnen</color> bewegen sich 40 % schneller.

<color flavor>Unsere Ingenieure haben das erste Motordesign enthüllt, mit dem die alten Motoren der Drohnen ersetzen werden sollen, die wir vor langer Zeit in Laboren auf der Erde hergestellt haben. Dieses Mal wird das gesamte Wissen kombiniert, das durch die Zerlegung einer Drohne erlangt wurde, die über lange Zeit auf dem Mars im Einsatz war.</color>","<color em>Drony</color> przemieszczają się o 40% szybciej.

<color flavor>Nasi technicy przedstawili pierwszy projekt silnika, który ma zastąpić stare napędy dronów, stworzone już tak dawno temu w ziemskich laboratoriach. Jest to połączenie całej wiedzy uzyskanej dzięki doświadczeniu z pracą w marsjańskim środowisku oraz po analizie zdemontowanego drona, który przez dłuższy czas pracował na Marsie.</color>","<color em>Дроны</color> движутся на 40% быстрее.

<color flavor>Наши инженеры предложили новую разработку, которая заменит старые двигатели дронов, созданные в земных лабораториях много лет назад. На этот раз они объединили все, что мы знаем благодаря изучению дронов, которые в течение долгого времени работали на Марсе.</color>","<color em>无人机</color>移动速度增加40%。

<color flavor>工程师们成功设计出了全新的引擎，取代了很久以前在地球实验室中制造的旧式无人机引擎。这种新式引擎，是工程师们充分吸收火星野外工作积累的经验之后，精心设计而成的。</color>","Los <color em>drones</color> se mueven un 40 % más rápido.

<color flavor>Nuestros ingenieros presentaron el primer diseño de motor para reemplazar los antiguos motores de nuestros drones que fueron creados en los laboratorios de la Tierra hace mucho tiempo. Esta vez combinando todo lo que ahora se sabe tras los análisis de la anatomía de un dron que ha estado haciendo trabajo de campo en Marte durante bastante tiempo.</color>"
